Gender,Membership,Brand,Frequency,Age
Male,Yes,Anytime Fitness,Several times a week,48
Male,Yes,Anytime Fitness,Several times a week,26
Female,Yes,Anytime Fitness,Several times a week,29
Female,Yes,Anytime Fitness,Several times a month,17
Male,Yes,Anytime Fitness,Several times a week,25
Female,Yes,Anytime Fitness,Several times a week,21
Male,Yes,Anytime Fitness,Once/twice a month,36
Male,Yes,Anytime Fitness,Several times a week,17
Female,Yes,Anytime Fitness,Several times a week,41
Female,Yes,Anytime Fitness,Once/twice a month,29
Female,Yes,Anytime Fitness,Several times a week,53
Male,Yes,Anytime Fitness,Several times a week,26
Female,Yes,Anytime Fitness,Once/twice a month,28
Male,Yes,Anytime Fitness,Several times a week,32
Female,Yes,Anytime Fitness,Several times a week,32
Female,Yes,Anytime Fitness,Several times a month,40
Female,Yes,Anytime Fitness,Several times a month,21
Female,Yes,Anytime Fitness,Several times a week,20
Female,Yes,Anytime Fitness,Never,37
Male,Yes,Anytime Fitness,Several times a week,31
Female,Yes,Anytime Fitness,Several times a week,28
Female,Yes,Anytime Fitness,Several times a month,19
Female,Yes,Anytime Fitness,Rarely,35
Female,Yes,Anytime Fitness,Several times a month,30
Female,Yes,Anytime Fitness,Several times a week,23
Male,Yes,Anytime Fitness,Several times a week,31
Female,Yes,Anytime Fitness,Several times a month,48
Male,Yes,Anytime Fitness,Several times a week,26
Male,Yes,Anytime Fitness,Several times a week,41
Male,Yes,Anytime Fitness,Several times a month,43
Male,Yes,Anytime Fitness,Several times a week,62
Male,Yes,Anytime Fitness,Several times a week,31
Male,Yes,Anytime Fitness,Several times a week,28
Male,Yes,Anytime Fitness,Several times a month,49
Female,Yes,Anytime Fitness,Several times a month,25
Male,Yes,Anytime Fitness,Several times a month,26
Female,Yes,Anytime Fitness,Several times a week,33
Male,Yes,Anytime Fitness,Several times a month,50
Male,Yes,Anytime Fitness,Once/twice a month,46
Female,Yes,Anytime Fitness,Several times a week,28
Female,Yes,Anytime Fitness,Several times a month,19
Male,Yes,Anytime Fitness,Once/twice a month,33
Male,Yes,Anytime Fitness,Rarely,42
Female,Yes,Anytime Fitness,Several times a month,28
Female,Yes,Anytime Fitness,Several times a week,29
Male,Yes,Anytime Fitness,Several times a week,30
Female,Yes,Anytime Fitness,Several times a week,34
Male,Yes,Anytime Fitness,Several times a month,19
Male,Yes,Anytime Fitness,Several times a month,28
Female,Yes,Anytime Fitness,Never,40
Male,Yes,Anytime Fitness,Several times a week,27
Male,Yes,Anytime Fitness,Several times a month,30
Male,Yes,Anytime Fitness,Several times a week,38
Female,Yes,Anytime Fitness,Several times a week,47
Female,Yes,Anytime Fitness,Once/twice a month,45
Female,Yes,Anytime Fitness,Several times a month,23
Male,Yes,Anytime Fitness,Once/twice a month,42
Female,Yes,Anytime Fitness,Several times a week,39
Female,Yes,Anytime Fitness,Several times a month,40
Male,Yes,Anytime Fitness,Several times a week,20
Female,Yes,Anytime Fitness,Several times a month,34
Male,Yes,Anytime Fitness,Several times a month,22
Male,Yes,Anytime Fitness,Several times a week,31
Male,Yes,Anytime Fitness,Several times a month,26
Male,Yes,Anytime Fitness,Several times a week,19
Female,Yes,Anytime Fitness,Rarely,29
Female,Yes,Anytime Fitness,Rarely,41
Female,Yes,Anytime Fitness,Several times a week,39
Male,Yes,Anytime Fitness,Several times a week,21
Male,Yes,Anytime Fitness,Several times a week,29
Female,Yes,Anytime Fitness,Several times a week,31
Female,Yes,Anytime Fitness,Several times a month,27
Female,Yes,Anytime Fitness,Several times a month,32
Female,Yes,Anytime Fitness,Several times a month,28
Male,Yes,Anytime Fitness,Several times a month,48
Female,Yes,Anytime Fitness,Several times a week,42
Female,Yes,Anytime Fitness,Several times a month,34
Female,Yes,Anytime Fitness,Several times a week,43
Male,Yes,Anytime Fitness,Several times a month,36
Female,Yes,Anytime Fitness,Several times a month,29
Male,Yes,Anytime Fitness,Several times a week,43
Male,Yes,Anytime Fitness,Several times a week,30
Male,Yes,Anytime Fitness,Several times a week,30
Female,Yes,Anytime Fitness,Never,24
Female,Yes,Anytime Fitness,Several times a month,33
Male,Yes,Anytime Fitness,Several times a week,39
Male,Yes,Anytime Fitness,Several times a week,60
Female,Yes,Anytime Fitness,Once/twice a month,49
Female,Yes,Anytime Fitness,Several times a month,50
Male,Yes,Anytime Fitness,Once/twice a month,62
Female,Yes,Anytime Fitness,Several times a week,27
Male,Yes,Anytime Fitness,Several times a week,55
Male,Yes,Anytime Fitness,Several times a week,35
Female,Yes,Anytime Fitness,Several times a month,42
Female,Yes,Anytime Fitness,Several times a month,23
Female,Yes,Anytime Fitness,Several times a month,43
Male,Yes,Anytime Fitness,Several times a month,46
Female,Yes,Anytime Fitness,Several times a week,28
Male,Yes,Anytime Fitness,Once/twice a month,50
Female,Yes,Anytime Fitness,Once/twice a month,33
Female,Yes,Anytime Fitness,Several times a week,28
Female,Yes,Anytime Fitness,Rarely,25
Female,Yes,Anytime Fitness,Several times a month,18
Female,Yes,Anytime Fitness,Several times a month,42
Male,Yes,Anytime Fitness,Once/twice a month,48
Male,Yes,Anytime Fitness,Several times a week,56
Female,Yes,Anytime Fitness,Several times a week,29
Male,Yes,Anytime Fitness,Rarely,43
Female,Yes,Anytime Fitness,Several times a week,59
Male,Yes,Anytime Fitness,Several times a week,18
Male,Yes,Anytime Fitness,Once/twice a month,31
Female,Yes,Anytime Fitness,Several times a month,42
Male,Yes,Anytime Fitness,Several times a week,57
Male,Yes,Anytime Fitness,Several times a month,28
Female,Yes,Others,Rarely,26
Female,Yes,Others,Several times a week,38
Female,Yes,Others,Several times a month,30
Male,Yes,Others,Several times a week,38
Male,Yes,Others,Rarely,27
Male,Yes,Others,Several times a month,51
Male,Yes,Others,Several times a month,31
Female,Yes,Others,Several times a month,19
Female,Yes,Others,Several times a month,23
Male,Yes,Others,Several times a month,28
Male,Yes,Others,Several times a week,63
Female,Yes,Others,Several times a week,30
Female,Yes,Others,Several times a month,28
Male,Yes,Others,Rarely,44
Female,Yes,Others,Several times a month,26
Female,Yes,Others,Several times a week,52
Female,Yes,Others,Several times a week,23
Female,Yes,Others,Several times a month,37
Male,Yes,Others,Several times a month,28
Male,Yes,Others,Several times a month,38
Female,Yes,Others,Several times a week,62
Female,Yes,Others,Several times a month,27
Female,Yes,Others,Several times a month,37
Male,Yes,Others,Several times a month,29
Male,Yes,Others,Once/twice a month,23
Male,Yes,Others,Several times a month,38
Male,Yes,Others,Rarely,35
Male,Yes,Others,Once/twice a month,26
Male,Yes,Others,Several times a week,46
Female,Yes,Others,Several times a week,65
Female,Yes,Others,Several times a week,26
Female,Yes,Others,Several times a month,27
Female,Yes,Others,Several times a month,17
Male,Yes,Others,Several times a week,17
Female,Yes,Others,Rarely,47
Female,Yes,Others,Rarely,50
Male,Yes,Others,Several times a week,56
Male,Yes,Others,Once/twice a month,17
Female,Yes,Others,Several times a week,31
Female,Yes,Others,Several times a month,53
Male,Yes,Others,Several times a week,30
Male,Yes,Others,Several times a week,44
Male,Yes,Others,Rarely,19
Female,Yes,Others,Rarely,20
Male,Yes,Others,Several times a week,17
Male,Yes,Others,Several times a month,36
Female,Yes,Others,Once/twice a month,54
Male,Yes,Others,Several times a month,49
Female,Yes,Others,Several times a week,27
Female,Yes,Others,Several times a month,32
Female,Yes,Others,Several times a month,36
Female,Yes,Others,Several times a month,27
Female,Yes,Others,Rarely,25
Male,Yes,Others,Several times a week,27
Male,Yes,Others,Once/twice a month,26
Male,Yes,Others,Several times a month,22
Male,Yes,Others,Rarely,28
Female,Yes,Others,Once/twice a month,17
Female,Yes,Others,Several times a month,37
Female,Yes,Others,Several times a month,34
Female,Yes,Others,Once/twice a month,36
Female,Yes,Others,Several times a month,27
Female,Yes,Others,Several times a week,38
Female,Yes,Others,Rarely,61
Male,Yes,Others,Several times a week,33
Male,Yes,Others,Several times a week,32
Male,Yes,Others,Several times a month,31
Female,Yes,Others,Several times a week,20
Male,Yes,Others,Several times a week,34
Female,Yes,Others,Several times a week,30
Male,Yes,Others,Several times a week,40
Female,Yes,Others,Several times a week,51
Male,Yes,Others,Several times a week,24
Female,Yes,Others,Rarely,26
Female,Yes,Others,Several times a week,31
Female,Yes,Others,Once/twice a month,54
Male,Yes,Others,Several times a week,59
Male,Yes,Others,Rarely,16
Male,Yes,Others,Several times a month,38
Male,Yes,Others,Several times a month,50
Female,Yes,Others,Several times a month,28
Female,Yes,Others,Several times a month,40
Male,Yes,Others,Several times a week,29
Female,Yes,Others,Several times a week,18
Female,Yes,Others,Several times a month,63
Male,Yes,Others,Several times a week,37
Male,Yes,Others,Several times a month,43
Male,Yes,Others,Several times a week,23
Female,Yes,Others,Several times a week,43
Female,Yes,Others,Several times a month,41
Female,Yes,Others,Several times a month,31
Male,Yes,Others,Several times a week,28
Male,Yes,Others,Several times a week,32
Female,Yes,Others,Several times a month,47
Female,Yes,Others,Rarely,48
Female,Yes,Others,Several times a week,33
Male,Yes,Others,Several times a week,31
Female,Yes,Others,Several times a week,39
Male,Yes,Others,Several times a month,59
Male,Yes,Others,Several times a week,21
Male,Yes,Others,Several times a week,17
Female,Yes,Others,Several times a week,49
Female,Yes,Others,Several times a month,32
Male,Yes,Others,Several times a week,37
Female,Yes,Others,Several times a week,19
Female,Yes,Others,Several times a month,38
Female,Yes,Others,Several times a month,39
Male,Yes,Others,Several times a week,43
Male,Yes,Others,Once/twice a month,33
Female,Yes,Others,Several times a week,31
Male,Yes,Others,Several times a month,54
Male,Yes,Others,Several times a week,30
Male,Yes,Others,Several times a month,18
Female,Yes,Others,Several times a month,34
Female,Yes,Others,Rarely,48
Female,Yes,Others,Several times a week,28
Female,Yes,Others,Several times a week,18
Female,Yes,Others,Once/twice a month,64
Male,Yes,Others,Once/twice a month,34
Male,Yes,Others,Several times a week,33
Female,Yes,Others,Several times a week,42
Male,Yes,Others,Several times a week,38
Female,Yes,Others,Several times a month,40
Male,Yes,Others,Rarely,20
Male,Yes,Others,Several times a week,48
Female,Yes,Others,Rarely,20
Male,Yes,Others,Several times a week,33
Male,Yes,Others,Several times a week,39
Female,Yes,Others,Several times a month,33
Female,Yes,Others,Several times a month,26
Female,Yes,Others,Several times a month,37
Male,Yes,Others,Several times a month,29
Female,Yes,Others,Several times a month,40
Female,Yes,Others,Several times a week,32
Female,Yes,Others,Several times a week,30
Female,Yes,Others,Several times a month,41
Female,Yes,Others,Several times a month,38
Male,Yes,Others,Several times a month,30
Male,Yes,Others,Several times a week,28
Male,Yes,Others,Several times a week,34
Female,Yes,Others,Several times a week,38
Male,Yes,Others,Several times a week,30
Female,Yes,Others,Several times a week,38
Male,Yes,Others,Several times a month,34
Female,Yes,Others,Several times a month,27
Male,Yes,Others,Several times a month,41
Female,Yes,Others,Several times a week,42
Female,Yes,Others,Several times a month,25
Female,Yes,Others,Once/twice a month,21
Male,Yes,Others,Several times a week,29
Female,Yes,Others,Several times a week,30
Female,Yes,Others,Once/twice a month,21
Female,Yes,Others,Several times a month,30
Female,Yes,Others,Rarely,27
Male,Yes,Others,Several times a week,26
Female,Yes,Others,Several times a month,53
Male,Yes,Others,Several times a month,44
Female,Yes,Others,Several times a month,34
Male,Yes,Others,Several times a month,27
Female,Yes,Others,Several times a month,50
Male,Yes,Others,Several times a week,27
Male,Yes,Others,Several times a month,18
Female,Yes,Others,Once/twice a month,29
Male,Yes,Others,Several times a week,39
Male,Yes,True Fitness,Never,45
Female,Yes,True Fitness,Several times a week,53
Male,Yes,True Fitness,Rarely,25
Male,Yes,True Fitness,Several times a week,41
Female,Yes,True Fitness,Several times a month,17
Female,Yes,True Fitness,Several times a week,39
Female,Yes,True Fitness,Several times a week,32
Female,Yes,True Fitness,Once/twice a month,21
Female,Yes,True Fitness,Several times a week,47
Female,Yes,True Fitness,Several times a week,28
Male,Yes,True Fitness,Several times a month,52
Female,Yes,True Fitness,Once/twice a month,38
Female,Yes,True Fitness,Several times a week,33
Female,Yes,True Fitness,Several times a week,19
Female,Yes,True Fitness,Several times a month,33
Male,Yes,True Fitness,Once/twice a month,34
Female,Yes,True Fitness,Several times a week,26
Male,Yes,True Fitness,Several times a week,37
Male,Yes,True Fitness,Several times a month,42
Female,Yes,True Fitness,Once/twice a month,27
Male,Yes,True Fitness,Several times a month,35
Female,Yes,True Fitness,Once/twice a month,42
Male,Yes,True Fitness,Several times a month,52
Female,Yes,True Fitness,Rarely,47
Female,Yes,True Fitness,Once/twice a month,33
Female,Yes,True Fitness,Several times a month,26
Female,Yes,True Fitness,Several times a month,34
Female,Yes,True Fitness,Several times a week,26
Female,Yes,True Fitness,Several times a month,19
Female,Yes,True Fitness,Rarely,26
Female,Yes,True Fitness,Several times a month,33
Male,Yes,True Fitness,Several times a week,26
Female,Yes,True Fitness,Several times a month,22
Male,Yes,True Fitness,Once/twice a month,30
Female,Yes,True Fitness,Several times a week,27
Male,Yes,True Fitness,Several times a month,34
Male,Yes,True Fitness,Several times a week,27
Male,Yes,True Fitness,Several times a week,23
Male,Yes,True Fitness,Once/twice a month,64
Male,Yes,True Fitness,Several times a week,32
Male,Yes,True Fitness,Several times a month,39
Male,Yes,True Fitness,Several times a month,39
Male,Yes,True Fitness,Several times a week,43
Female,Yes,True Fitness,Several times a month,27
Female,Yes,True Fitness,Once/twice a month,48
Male,Yes,True Fitness,Several times a month,23
Male,Yes,True Fitness,Several times a week,56
Male,Yes,True Fitness,Several times a week,60
Male,Yes,True Fitness,Once/twice a month,25
Female,Yes,True Fitness,Several times a week,41
Female,Yes,True Fitness,Several times a month,48
Male,Yes,True Fitness,Several times a month,32
Male,Yes,True Fitness,Several times a week,21
Male,Yes,True Fitness,Several times a month,33
Male,Yes,True Fitness,Several times a week,42
Male,Yes,True Fitness,Several times a month,38
Male,Yes,True Fitness,Several times a month,17
Female,Yes,True Fitness,Several times a month,53
Female,Yes,True Fitness,Several times a week,30
Female,Yes,True Fitness,Several times a month,25
Male,Yes,True Fitness,Several times a week,41
Male,Yes,True Fitness,Several times a week,29
Female,Yes,True Fitness,Several times a month,34
Female,Yes,True Fitness,Once/twice a month,62
Male,Yes,True Fitness,Several times a week,33
Female,Yes,True Fitness,Rarely,39
Male,Yes,True Fitness,Several times a month,27
Male,Yes,True Fitness,Several times a month,34
Female,Yes,True Fitness,Several times a month,27
Male,Yes,True Fitness,Several times a week,31
Male,Yes,True Fitness,Several times a month,27
Female,Yes,True Fitness,Several times a week,36
Female,Yes,True Fitness,Several times a week,26
Female,Yes,True Fitness,Several times a month,43
Male,Yes,True Fitness,Once/twice a month,46
Male,Yes,True Fitness,Several times a week,58
Male,Yes,True Fitness,Several times a week,33
Female,Yes,True Fitness,Several times a month,29
Male,Yes,True Fitness,Several times a month,17
Male,Yes,True Fitness,Several times a week,42
Female,Yes,True Fitness,Rarely,62
Female,Yes,True Fitness,Once/twice a month,26
Female,Yes,True Fitness,Several times a week,39
Male,Yes,True Fitness,Several times a month,19
Female,Yes,True Fitness,Several times a month,34
Female,Yes,True Fitness,Once/twice a month,18
Male,Yes,True Fitness,Several times a week,29
Female,Yes,True Fitness,Several times a week,23
Female,Yes,True Fitness,Several times a week,28
Female,Yes,True Fitness,Several times a month,63
Female,Yes,True Fitness,Rarely,20
Female,Yes,True Fitness,Several times a week,60
Male,Yes,True Fitness,Several times a week,30
Female,Yes,True Fitness,Several times a week,27
Male,Yes,True Fitness,Several times a week,40
Male,Yes,True Fitness,Several times a week,27
Male,Yes,True Fitness,Several times a week,37
Female,Yes,True Fitness,Several times a week,30
Male,Yes,True Fitness,Once/twice a month,42
Male,Yes,True Fitness,Once/twice a month,40
Male,Yes,True Fitness,Several times a week,33
Female,Yes,True Fitness,Several times a week,32
Female,Yes,True Fitness,Several times a week,33
Female,Yes,True Fitness,Several times a week,52
Male,Yes,True Fitness,Several times a month,17
Female,Yes,True Fitness,Several times a week,30
Male,Yes,True Fitness,Several times a week,59
Male,Yes,True Fitness,Several times a month,26
Female,Yes,True Fitness,Several times a week,21
Male,Yes,True Fitness,Several times a week,32
Female,Yes,True Fitness,Rarely,60
Male,Yes,True Fitness,Several times a week,29
Female,Yes,True Fitness,Several times a month,38
Female,Yes,True Fitness,Rarely,26
Male,Yes,True Fitness,Several times a month,43
Male,Yes,True Fitness,Once/twice a month,33
Male,Yes,True Fitness,Several times a week,24
Male,Yes,True Fitness,Several times a week,28
Male,Yes,24xFitness,Several times a week,43
Female,Yes,24xFitness,Several times a month,43
Male,Yes,24xFitness,Once/twice a month,33
Male,Yes,24xFitness,Several times a week,51
Female,Yes,24xFitness,Several times a month,38
Female,Yes,24xFitness,Once/twice a month,19
Male,Yes,24xFitness,Several times a week,25
Female,Yes,24xFitness,Several times a week,17
Male,Yes,24xFitness,Several times a month,47
Male,Yes,24xFitness,Several times a month,64
Male,Yes,24xFitness,Several times a month,19
Female,Yes,24xFitness,Several times a week,62
Female,Yes,24xFitness,Several times a week,38
Female,Yes,24xFitness,Several times a month,32
Male,Yes,24xFitness,Several times a week,23
Female,Yes,24xFitness,Rarely,28
Female,Yes,24xFitness,Several times a week,20
Female,Yes,24xFitness,Rarely,17
Male,Yes,24xFitness,Several times a month,51
Male,Yes,24xFitness,Several times a week,23
Female,Yes,24xFitness,Once/twice a month,21
Female,Yes,24xFitness,Several times a week,40
Male,Yes,24xFitness,Several times a week,28
Female,Yes,24xFitness,Several times a week,27
Female,Yes,24xFitness,Several times a week,53
Female,Yes,24xFitness,Several times a month,33
Female,Yes,24xFitness,Several times a month,17
Male,Yes,24xFitness,Several times a week,26
Male,Yes,24xFitness,Several times a week,33
Male,Yes,24xFitness,Rarely,30
Male,Yes,24xFitness,Several times a week,43
Female,Yes,24xFitness,Several times a week,46
Male,Yes,24xFitness,Several times a month,41
Male,Yes,24xFitness,Several times a month,30
Female,Yes,24xFitness,Rarely,53
Female,Yes,24xFitness,Several times a week,40
Male,Yes,24xFitness,Several times a month,41
Female,Yes,24xFitness,Several times a week,29
Male,Yes,24xFitness,Several times a week,33
Male,Yes,24xFitness,Several times a week,17
Female,Yes,24xFitness,Several times a week,31
Male,Yes,24xFitness,Several times a month,30
Male,Yes,24xFitness,Several times a month,34
Male,Yes,24xFitness,Several times a week,31
Female,Yes,24xFitness,Several times a week,38
Male,Yes,24xFitness,Several times a week,32
Female,Yes,24xFitness,Once/twice a month,28
Female,Yes,24xFitness,Several times a week,33
Female,Yes,24xFitness,Several times a month,26
Female,Yes,24xFitness,Several times a month,19
Male,Yes,24xFitness,Once/twice a month,39
Female,Yes,24xFitness,Once/twice a month,28
Female,Yes,24xFitness,Rarely,27
Male,Yes,24xFitness,Rarely,37
Male,Yes,24xFitness,Several times a week,28
Male,Yes,24xFitness,Rarely,43
Male,Yes,24xFitness,Once/twice a month,38
Female,Yes,24xFitness,Once/twice a month,40
Female,Yes,24xFitness,Once/twice a month,26
Male,Yes,24xFitness,Several times a week,27
Male,Yes,24xFitness,Several times a week,47
Female,Yes,Virgin Active,Several times a week,41
Female,Yes,Virgin Active,Several times a month,39
Female,Yes,Virgin Active,Several times a week,26
Female,Yes,Virgin Active,Several times a week,46
Female,Yes,Virgin Active,Several times a week,29
Male,Yes,Virgin Active,Several times a month,40
Male,Yes,Virgin Active,Once/twice a month,27
Male,Yes,Virgin Active,Several times a month,28
Female,Yes,Virgin Active,Several times a week,38
Male,Yes,Virgin Active,Once/twice a month,34
Male,Yes,Virgin Active,Several times a month,42
Male,Yes,Virgin Active,Several times a month,29
Male,Yes,Virgin Active,Several times a week,22
Male,Yes,Virgin Active,Once/twice a month,27
Male,Yes,Virgin Active,Once/twice a month,17
Female,Yes,Virgin Active,Several times a week,38
Male,Yes,Virgin Active,Several times a week,30
Female,Yes,Virgin Active,Several times a week,42
Female,Yes,Virgin Active,Rarely,22
Male,Yes,Virgin Active,Several times a week,32
Female,Yes,Virgin Active,Several times a week,49
Female,Yes,Virgin Active,Several times a week,57
Male,Yes,Virgin Active,Several times a week,37
Male,Yes,Virgin Active,Several times a month,22
Male,Yes,Virgin Active,Once/twice a month,32
Female,Yes,Virgin Active,Several times a month,27
Male,Yes,Virgin Active,Several times a week,21
Female,Yes,Virgin Active,Several times a month,30
Female,Yes,Virgin Active,Several times a week,35
Male,Yes,Virgin Active,Several times a month,36
Female,Yes,Virgin Active,Several times a week,29
Female,Yes,Virgin Active,Several times a month,41
Male,Yes,Virgin Active,Several times a month,39
Female,Yes,Virgin Active,Once/twice a month,30
Female,Yes,Virgin Active,Several times a week,30
Male,Yes,Virgin Active,Once/twice a month,38
Female,Yes,Virgin Active,Rarely,63
Female,Yes,Virgin Active,Several times a week,39
Female,Yes,Virgin Active,Several times a week,17
Male,Yes,Virgin Active,Several times a week,46
Male,Yes,Virgin Active,Several times a month,20
Male,Yes,Virgin Active,Several times a month,30
Female,Yes,Virgin Active,Several times a week,30
Female,Yes,Virgin Active,Once/twice a month,20
Male,Yes,Virgin Active,Several times a month,48
Female,Yes,Virgin Active,Several times a week,32
Male,Yes,Virgin Active,Once/twice a month,31
Female,Yes,Virgin Active,Several times a week,26
Female,Yes,Virgin Active,Several times a month,27
Female,Yes,Virgin Active,Several times a month,49
Male,Yes,Virgin Active,Once/twice a month,42
Female,Yes,Virgin Active,Several times a week,36
Male,Yes,Virgin Active,Several times a week,26
Female,Yes,Virgin Active,Several times a month,49
Female,Yes,School/work gym,Once/twice a month,16
Female,Yes,School/work gym,Several times a week,52
Male,Yes,School/work gym,Several times a month,42
Male,Yes,School/work gym,Once/twice a month,40
Male,Yes,School/work gym,Several times a week,41
Female,Yes,School/work gym,Several times a week,26
Female,Yes,School/work gym,Several times a week,32
Male,Yes,School/work gym,Several times a month,37
Female,Yes,School/work gym,Several times a week,38
Male,Yes,School/work gym,Once/twice a month,25
Male,Yes,School/work gym,Several times a month,48
Male,Yes,School/work gym,Several times a month,49
Female,Yes,School/work gym,Several times a month,43
Female,Yes,School/work gym,Several times a month,36
Female,Yes,School/work gym,Rarely,53
Female,Yes,School/work gym,Several times a week,30
Female,Yes,School/work gym,Once/twice a month,21
Female,Yes,School/work gym,Several times a week,49
Female,Yes,School/work gym,Several times a month,31
Female,Yes,School/work gym,Several times a week,28
Male,Yes,School/work gym,Several times a week,32
Male,Yes,School/work gym,Several times a month,53
Male,Yes,School/work gym,Several times a week,30
Female,Yes,School/work gym,Several times a month,29
Female,Yes,School/work gym,Once/twice a month,39
Female,Yes,School/work gym,Several times a month,25
Male,Yes,School/work gym,Several times a week,23
Female,Yes,School/work gym,Once/twice a month,29
Female,Yes,School/work gym,Several times a week,47
Male,Yes,School/work gym,Once/twice a month,27
Male,Yes,School/work gym,Several times a month,52
Female,Yes,School/work gym,Once/twice a month,52
Female,Yes,School/work gym,Several times a month,37
Male,Yes,School/work gym,Several times a month,19
Female,Yes,School/work gym,Several times a week,35
Female,Yes,School/work gym,Several times a week,34
Female,Yes,School/work gym,Several times a week,51
Female,Yes,School/work gym,Rarely,17
Male,Yes,School/work gym,Several times a week,26
Female,Yes,School/work gym,Several times a week,38
Female,Yes,School/work gym,Rarely,40
Male,Yes,School/work gym,Once/twice a month,33
Female,Yes,School/work gym,Several times a month,26
Male,Yes,School/work gym,Once/twice a month,32
Female,Yes,School/work gym,Several times a month,33
Female,Yes,School/work gym,Several times a month,37
Male,Yes,School/work gym,Several times a week,42
Male,Yes,School/work gym,Rarely,31
Female,Yes,School/work gym,Several times a week,34
Male,Yes,School/work gym,Rarely,36
Male,Yes,Amore Fitness,Once/twice a month,30
Male,Yes,Amore Fitness,Rarely,18
Female,Yes,Amore Fitness,Several times a month,47
Male,Yes,Amore Fitness,Several times a month,26
Male,Yes,Amore Fitness,Several times a week,28
Male,Yes,Amore Fitness,Several times a month,37
Male,Yes,Amore Fitness,Several times a week,50
Male,Yes,Amore Fitness,Several times a week,33
Male,Yes,Amore Fitness,Several times a week,34
Female,Yes,Amore Fitness,Several times a week,19
Male,Yes,Amore Fitness,Several times a month,21
Male,Yes,Amore Fitness,Several times a month,26
Female,Yes,Amore Fitness,Several times a month,29
Male,Yes,Amore Fitness,Several times a week,20
Male,Yes,Amore Fitness,Several times a week,39
Male,Yes,Amore Fitness,Several times a week,23
Female,Yes,Amore Fitness,Several times a week,36
Female,Yes,Amore Fitness,Several times a month,34
Male,Yes,Amore Fitness,Several times a week,32
Male,Yes,Amore Fitness,Once/twice a month,28
Male,Yes,Amore Fitness,Several times a week,33
Male,Yes,Amore Fitness,Several times a month,46
Male,Yes,Amore Fitness,Several times a week,41
Female,Yes,Amore Fitness,Rarely,38
Female,Yes,Amore Fitness,Several times a week,26
Male,Yes,Amore Fitness,Several times a week,19
Male,Yes,Amore Fitness,Rarely,42
Female,Yes,Amore Fitness,Once/twice a month,53
Female,Yes,Amore Fitness,Several times a month,32
Male,Yes,Amore Fitness,Several times a week,31
Female,Yes,Amore Fitness,Several times a month,48
Female,Yes,Amore Fitness,Several times a month,25
Male,Yes,Amore Fitness,Rarely,25
Female,Yes,Amore Fitness,Several times a week,23
Female,Yes,Amore Fitness,Rarely,50
Female,Yes,Amore Fitness,Once/twice a month,28
Female,Yes,Amore Fitness,Several times a week,27
Female,Yes,Amore Fitness,Several times a month,38
Male,Yes,Amore Fitness,Several times a week,34
Female,Yes,Amore Fitness,Several times a week,27
Male,Yes,Amore Fitness,Several times a week,62
Female,Yes,Amore Fitness,Several times a month,26
Male,Yes,Amore Fitness,Several times a week,36
Male,Yes,Gymm Boxx,Several times a month,26
Female,Yes,Gymm Boxx,Once/twice a month,16
Male,Yes,Gymm Boxx,Once/twice a month,46
Male,Yes,Gymm Boxx,Once/twice a month,20
Female,Yes,Gymm Boxx,Rarely,29
Female,Yes,Gymm Boxx,Several times a month,26
Female,Yes,Gymm Boxx,Rarely,22
Female,Yes,Gymm Boxx,Rarely,59
Female,Yes,Gymm Boxx,Several times a week,21
Female,Yes,Gymm Boxx,Several times a month,27
Male,Yes,Gymm Boxx,Several times a week,36
Male,Yes,Gymm Boxx,Several times a month,29
Male,Yes,Gymm Boxx,Once/twice a month,40
Male,Yes,Gymm Boxx,Several times a month,38
Male,Yes,Gymm Boxx,Once/twice a month,24
Female,Yes,Gymm Boxx,Several times a month,31
Female,Yes,Gymm Boxx,Several times a month,43
Female,Yes,Gymm Boxx,Several times a month,36
Male,Yes,Gymm Boxx,Several times a week,36
Female,Yes,Gymm Boxx,Several times a month,37
Female,Yes,Gymm Boxx,Several times a month,41
Female,Yes,Gymm Boxx,Several times a week,31
Male,Yes,Gymm Boxx,Once/twice a month,30
Female,Yes,Gymm Boxx,Several times a week,52
Female,Yes,Gymm Boxx,Once/twice a month,38
Female,Yes,Gymm Boxx,Several times a week,18
Male,Yes,Gymm Boxx,Several times a week,29
Female,Yes,Gymm Boxx,Several times a week,33
Female,Yes,Gymm Boxx,Several times a month,40
Female,Yes,Gymm Boxx,Several times a week,27
Male,Yes,Gymm Boxx,Several times a month,22
Female,Yes,Gymm Boxx,Several times a week,37
Female,Yes,Gymm Boxx,Several times a week,31
Male,Yes,Gymm Boxx,Several times a week,27
Female,Yes,Gymm Boxx,Rarely,27
Male,Yes,Gymm Boxx,Several times a month,59
Male,Yes,Gymm Boxx,Once/twice a month,29
Female,Yes,Gymm Boxx,Several times a week,39
Female,Yes,Gymm Boxx,Several times a month,52
Female,Yes,Gymm Boxx,Several times a week,31
Female,Yes,Gymm Boxx,Several times a month,31
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,56
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Once/twice a month,30
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,24
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Rarely,30
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Once/twice a month,20
